"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Testcase 11: Security: POST /api/login should handle oversized username without server error or sensitive leakage","Google Chrome","Thu May 14 17:37:08 UTC 2026","skipped","Thu May 14 17:37:08 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","271","Testcase 5: Security: POST /api/register should handle SQL injection pattern in username without server error or sensitive leakage","Google Chrome","Thu May 14 17:37:03 UTC 2026","passed","Thu May 14 17:37:03 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","0","Testcase 9: Negative: POST /api/login should reject empty username","Google Chrome","Thu May 14 17:37:08 UTC 2026","skipped","Thu May 14 17:37:08 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","289","Testcase 5: Negative: Negative page number","Google Chrome","Thu May 14 17:37:08 UTC 2026","failed","Thu May 14 17:37:08 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","345","Testcase 6: Security: Request without Content-Type header should be handled","Google Chrome","Thu May 14 17:37:14 UTC 2026","failed","Thu May 14 17:37:15 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","300","Testcase 6: Security: POST /api/register should reject unsupported content type","Google Chrome","Thu May 14 17:37:05 UTC 2026","failed","Thu May 14 17:37:05 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","499","Testcase 1: Positive and Contract: POST /api/register should register a user and allow login","Google Chrome","Thu May 14 17:36:41 UTC 2026","failed","Thu May 14 17:36:42 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","340","Testcase 7: Positive and Contract: POST /api/login should login a registered user successfully","Google Chrome","Thu May 14 17:37:08 UTC 2026","failed","Thu May 14 17:37:08 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","281","Testcase 4: Negative: GET /api/register should not be allowed for user registration","Google Chrome","Thu May 14 17:37:01 UTC 2026","failed","Thu May 14 17:37:01 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","307","Testcase 5: Negative: String instead of number","Google Chrome","Thu May 14 17:37:04 UTC 2026","failed","Thu May 14 17:37:05 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","2","Testcase 2: Login With Registered User and Logout","Google Chrome","Thu May 14 17:37:15 UTC 2026","failed","Thu May 14 17:37:15 UTC 2026","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","1","Testcase 12: Security: POST /api/login should reject unsupported content type","Google Chrome","Thu May 14 17:37:08 UTC 2026","skipped","Thu May 14 17:37:08 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","337","Testcase 2: GET /api/books?page=2&limit=8 - should return a paged book list with valid contract for page 2","Google Chrome","Thu May 14 17:36:45 UTC 2026","failed","Thu May 14 17:36:45 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","278","Testcase 7: Defaults: Verify API works without query parameters","Google Chrome","Thu May 14 17:37:18 UTC 2026","failed","Thu May 14 17:37:18 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","0","Testcase 8: Negative: POST /api/login should reject incorrect password","Google Chrome","Thu May 14 17:37:08 UTC 2026","skipped","Thu May 14 17:37:08 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","275","Testcase 2: Negative: POST /api/register should reject empty username","Google Chrome","Thu May 14 17:36:51 UTC 2026","failed","Thu May 14 17:36:52 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","2","Testcase 1: Login With Existing User","Google Chrome","Thu May 14 17:37:17 UTC 2026","failed","Thu May 14 17:37:17 UTC 2026","Login With Existing User","ui/UserManagement/Test_002_LoginWithExistingUser.spec.ts","",""
"","2","Testcase 1: Register New User","Google Chrome","Thu May 14 17:37:13 UTC 2026","failed","Thu May 14 17:37:13 UTC 2026","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","167","Testcase 5: Security: POST /api/register should handle oversized username without server error or sensitive leakage","Google Chrome","Thu May 14 17:37:03 UTC 2026","passed","Thu May 14 17:37:03 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
