"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","328","Testcase 7: Positive and Contract: POST /api/login should login a registered user successfully","Google Chrome","Thu May 14 17:37:53 UTC 2026","failed","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","0","Testcase 9: Negative: POST /api/login should reject empty username","Google Chrome","Thu May 14 17:37:53 UTC 2026","skipped","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","301","Testcase 2: Negative: POST /api/register should reject empty username","Google Chrome","Thu May 14 17:37:38 UTC 2026","failed","Thu May 14 17:37:38 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","199","Testcase 5: Negative: String instead of number","Google Chrome","Thu May 14 17:37:50 UTC 2026","failed","Thu May 14 17:37:50 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","97","Testcase 5: Security: POST /api/register should handle script tag in fullName without server error or sensitive leakage","Google Chrome","Thu May 14 17:37:49 UTC 2026","passed","Thu May 14 17:37:49 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","0","Testcase 9: Negative: POST /api/login should reject unregistered user","Google Chrome","Thu May 14 17:37:53 UTC 2026","skipped","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","1","Testcase 9: Negative: POST /api/login should reject missing username","Google Chrome","Thu May 14 17:37:53 UTC 2026","skipped","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","0","Testcase 11: Security: POST /api/login should handle SQL injection pattern in username without server error or sensitive leakage","Google Chrome","Thu May 14 17:37:53 UTC 2026","skipped","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","198","Testcase 5: Negative: Negative page number","Google Chrome","Thu May 14 17:37:53 UTC 2026","failed","Thu May 14 17:37:53 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","203","Testcase 2: Negative: POST /api/register should reject empty password","Google Chrome","Thu May 14 17:37:41 UTC 2026","failed","Thu May 14 17:37:41 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","63633","Testcase 1: Login With Existing User","Google Chrome","Thu May 14 17:39:40 UTC 2026","failed","Thu May 14 17:40:44 UTC 2026","Login With Existing User","ui/UserManagement/Test_002_LoginWithExistingUser.spec.ts","",""
"","0","Testcase 12: Security: POST /api/login should reject unsupported content type","Google Chrome","Thu May 14 17:37:53 UTC 2026","skipped","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","313","Testcase 3: Negative: POST /api/register should reject duplicate usernames","Google Chrome","Thu May 14 17:37:44 UTC 2026","failed","Thu May 14 17:37:44 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","272","Testcase 1: Positive and Contract: POST /api/register should register a user and allow login","Google Chrome","Thu May 14 17:37:29 UTC 2026","failed","Thu May 14 17:37:30 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","204","Testcase 5: Security: POST /api/register should handle SQL injection pattern in username without server error or sensitive leakage","Google Chrome","Thu May 14 17:37:48 UTC 2026","passed","Thu May 14 17:37:49 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","288","Testcase 4: Data Integrity: Page 1 last item should not be Page 2 first item","Google Chrome","Thu May 14 17:37:47 UTC 2026","failed","Thu May 14 17:37:47 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","205","Testcase 6: Security: POST /api/register should reject unsupported content type","Google Chrome","Thu May 14 17:37:50 UTC 2026","failed","Thu May 14 17:37:50 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","208","Testcase 5: Negative: Zero limit","Google Chrome","Thu May 14 17:37:56 UTC 2026","failed","Thu May 14 17:37:56 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","213","Testcase 3: Pagination: Exceeding total pages (page=9999, limit=10)","Google Chrome","Thu May 14 17:37:44 UTC 2026","failed","Thu May 14 17:37:45 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","62475","Testcase 1: Register New User","Google Chrome","Thu May 14 17:39:20 UTC 2026","failed","Thu May 14 17:40:22 UTC 2026","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","221","Testcase 1: GET /api/books?page=1&limit=8 - should return a paged book list with valid contract for page 1","Google Chrome","Thu May 14 17:37:30 UTC 2026","failed","Thu May 14 17:37:30 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","197","Testcase 3: Pagination: Minimum limit (page=1, limit=1)","Google Chrome","Thu May 14 17:37:41 UTC 2026","failed","Thu May 14 17:37:42 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","62662","Testcase 2: Login With Registered User and Logout","Google Chrome","Thu May 14 17:41:30 UTC 2026","failed","Thu May 14 17:42:32 UTC 2026","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","0","Testcase 8: Negative: POST /api/login should reject incorrect password","Google Chrome","Thu May 14 17:37:53 UTC 2026","skipped","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","239","Testcase 2: GET /api/books?page=2&limit=8 - should return a paged book list with valid contract for page 2","Google Chrome","Thu May 14 17:37:33 UTC 2026","failed","Thu May 14 17:37:33 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","211","Testcase 2: Negative: POST /api/register should reject missing username","Google Chrome","Thu May 14 17:37:32 UTC 2026","failed","Thu May 14 17:37:33 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","194","Testcase 7: Defaults: Verify API works without query parameters","Google Chrome","Thu May 14 17:38:01 UTC 2026","failed","Thu May 14 17:38:01 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","0","Testcase 9: Negative: POST /api/login should reject empty password","Google Chrome","Thu May 14 17:37:53 UTC 2026","skipped","Thu May 14 17:37:53 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","219","Testcase 3: Pagination: Standard page 2 (page=2, limit=5)","Google Chrome","Thu May 14 17:37:38 UTC 2026","failed","Thu May 14 17:37:39 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","196","Testcase 6: Security: Request without Content-Type header should be handled","Google Chrome","Thu May 14 17:37:59 UTC 2026","failed","Thu May 14 17:37:59 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
