"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","93","Testcase 9: Negative: POST /api/login should reject missing password","Google Chrome","Sat May 16 15:08:19 UTC 2026","passed","Sat May 16 15:08:19 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","95","Testcase 7: Defaults: Verify API works without query parameters","Google Chrome","Sat May 16 15:08:14 UTC 2026","passed","Sat May 16 15:08:14 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","92","Testcase 5: Negative: String instead of number","Google Chrome","Sat May 16 15:08:13 UTC 2026","passed","Sat May 16 15:08:14 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","496","Testcase 5: Security: POST /api/register should handle oversized username without server error or sensitive leakage","Google Chrome","Sat May 16 15:08:17 UTC 2026","passed","Sat May 16 15:08:17 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","82","Testcase 10: Negative: GET /api/login should not be allowed for login","Google Chrome","Sat May 16 15:08:19 UTC 2026","passed","Sat May 16 15:08:19 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","4528","Testcase 2: Login With Registered User and Logout","Google Chrome","Sat May 16 15:08:20 UTC 2026","passed","Sat May 16 15:08:24 UTC 2026","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","84","Testcase 5: Negative: Negative page number","Google Chrome","Sat May 16 15:08:14 UTC 2026","passed","Sat May 16 15:08:14 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","87","Testcase 3: Pagination: Exceeding total pages (page=9999, limit=10)","Google Chrome","Sat May 16 15:08:13 UTC 2026","passed","Sat May 16 15:08:13 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","85","Testcase 9: Negative: POST /api/login should reject unregistered user","Google Chrome","Sat May 16 15:08:19 UTC 2026","passed","Sat May 16 15:08:19 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","113","Testcase 2: Negative: POST /api/register should reject missing username","Google Chrome","Sat May 16 15:08:15 UTC 2026","passed","Sat May 16 15:08:15 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
