"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94","Testcase 9: Negative: POST /api/login should reject empty username","Google Chrome","2026-07-17","passed","2026-07-17","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","320","Testcase 2: GET /api/books?page=2&limit=8 - should return a paged book list with valid contract for page 2","Google Chrome","2026-07-17","passed","2026-07-17","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","183","Testcase 3: Pagination: Minimum limit (page=1, limit=1)","Google Chrome","2026-07-17","passed","2026-07-17","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","86","Testcase 6: Security: Request without Content-Type header should be handled","Google Chrome","2026-07-17","passed","2026-07-17","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","765","Testcase 1: Positive and Contract: POST /api/register should register a user and allow login","Google Chrome","2026-07-17","passed","2026-07-17","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","136","Testcase 5: Negative: Zero limit","Google Chrome","2026-07-17","passed","2026-07-17","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","92","Testcase 7: Defaults: Verify API works without query parameters","Google Chrome","2026-07-17","passed","2026-07-17","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","387","Testcase 5: Security: POST /api/register should handle SQL injection pattern in username without server error or sensitive leakage","Google Chrome","2026-07-17","passed","2026-07-17","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","89","Testcase 3: Pagination: Exceeding total pages (page=9999, limit=10)","Google Chrome","2026-07-17","passed","2026-07-17","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","5178","Testcase 1: Login With Existing User","Google Chrome","2026-07-17","passed","2026-07-17","Login With Existing User","ui/UserManagement/Test_002_LoginWithExistingUser.spec.ts","",""
