"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","90","Testcase 9: Negative: POST /api/login should reject empty username","Google Chrome","Sat May 16 15:04:15 UTC 2026","passed","Sat May 16 15:04:15 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","92","Testcase 2: Negative: POST /api/register should reject empty username","Google Chrome","Sat May 16 15:04:12 UTC 2026","passed","Sat May 16 15:04:12 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","386","Testcase 5: Security: POST /api/register should handle SQL injection pattern in username without server error or sensitive leakage","Google Chrome","Sat May 16 15:04:13 UTC 2026","passed","Sat May 16 15:04:13 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","82","Testcase 11: Security: POST /api/login should handle SQL injection pattern in username without server error or sensitive leakage","Google Chrome","Sat May 16 15:04:16 UTC 2026","passed","Sat May 16 15:04:16 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","112","Testcase 2: Negative: POST /api/register should reject missing username","Google Chrome","Sat May 16 15:04:12 UTC 2026","passed","Sat May 16 15:04:12 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","439","Testcase 3: Negative: POST /api/register should reject duplicate usernames","Google Chrome","Sat May 16 15:04:12 UTC 2026","passed","Sat May 16 15:04:13 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","89","Testcase 10: Negative: GET /api/login should not be allowed for login","Google Chrome","Sat May 16 15:04:16 UTC 2026","passed","Sat May 16 15:04:16 UTC 2026","Login API - Positive, Negative and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
"","89","Testcase 5: Negative: String instead of number","Google Chrome","Sat May 16 15:04:12 UTC 2026","passed","Sat May 16 15:04:12 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","91","Testcase 7: Defaults: Verify API works without query parameters","Google Chrome","Sat May 16 15:04:13 UTC 2026","passed","Sat May 16 15:04:13 UTC 2026","Books API - List and Security","api/Test_001_BooksApi.spec.ts","",""
"","93","Testcase 2: Negative: POST /api/register should reject missing password","Google Chrome","Sat May 16 15:04:12 UTC 2026","passed","Sat May 16 15:04:12 UTC 2026","Register User API - Positive, Negative, Contract and Security","api/Test_002_RegisterAndLoginUser.spec.ts","",""
